Tool,Workload,Description,Model,Run,Query,Iteration,Matches
VIATRA (Incremental),Repair,,railway-repair-32,1,ConnectedSegments,1,377
VIATRA (Incremental),Repair,,railway-repair-32,1,ConnectedSegments,2,340
VIATRA (Incremental),Repair,,railway-repair-32,1,ConnectedSegments,3,306
VIATRA (Incremental),Repair,,railway-repair-32,1,ConnectedSegments,4,276
VIATRA (Incremental),Repair,,railway-repair-32,1,ConnectedSegments,5,249
VIATRA (Incremental),Repair,,railway-repair-32,1,ConnectedSegments,6,225
VIATRA (Incremental),Repair,,railway-repair-32,1,PosLength,1,3824
VIATRA (Incremental),Repair,,railway-repair-32,1,PosLength,2,3442
VIATRA (Incremental),Repair,,railway-repair-32,1,PosLength,3,3098
VIATRA (Incremental),Repair,,railway-repair-32,1,PosLength,4,2789
VIATRA (Incremental),Repair,,railway-repair-32,1,PosLength,5,2511
VIATRA (Incremental),Repair,,railway-repair-32,1,PosLength,6,2260
VIATRA (Incremental),Repair,,railway-repair-32,1,RouteSensor,1,615
VIATRA (Incremental),Repair,,railway-repair-32,1,RouteSensor,2,557
VIATRA (Incremental),Repair,,railway-repair-32,1,RouteSensor,3,505
VIATRA (Incremental),Repair,,railway-repair-32,1,RouteSensor,4,457
VIATRA (Incremental),Repair,,railway-repair-32,1,RouteSensor,5,414
VIATRA (Incremental),Repair,,railway-repair-32,1,RouteSensor,6,375
VIATRA (Incremental),Repair,,railway-repair-32,1,SemaphoreNeighbor,1,91
VIATRA (Incremental),Repair,,railway-repair-32,1,SemaphoreNeighbor,2,58
VIATRA (Incremental),Repair,,railway-repair-32,1,SemaphoreNeighbor,3,43
VIATRA (Incremental),Repair,,railway-repair-32,1,SemaphoreNeighbor,4,24
VIATRA (Incremental),Repair,,railway-repair-32,1,SemaphoreNeighbor,5,21
VIATRA (Incremental),Repair,,railway-repair-32,1,SemaphoreNeighbor,6,16
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchSet,1,114
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchSet,2,109
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchSet,3,102
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchSet,4,95
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchSet,5,86
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchSet,6,78
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchMonitored,1,35
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchMonitored,2,32
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchMonitored,3,29
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchMonitored,4,27
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchMonitored,5,25
VIATRA (Incremental),Repair,,railway-repair-32,1,SwitchMonitored,6,23
VIATRA (Incremental),Repair,,railway-repair-32,2,ConnectedSegments,1,377
VIATRA (Incremental),Repair,,railway-repair-32,2,ConnectedSegments,2,340
VIATRA (Incremental),Repair,,railway-repair-32,2,ConnectedSegments,3,306
VIATRA (Incremental),Repair,,railway-repair-32,2,ConnectedSegments,4,276
VIATRA (Incremental),Repair,,railway-repair-32,2,ConnectedSegments,5,249
VIATRA (Incremental),Repair,,railway-repair-32,2,ConnectedSegments,6,225
VIATRA (Incremental),Repair,,railway-repair-32,2,PosLength,1,3824
VIATRA (Incremental),Repair,,railway-repair-32,2,PosLength,2,3442
VIATRA (Incremental),Repair,,railway-repair-32,2,PosLength,3,3098
VIATRA (Incremental),Repair,,railway-repair-32,2,PosLength,4,2789
VIATRA (Incremental),Repair,,railway-repair-32,2,PosLength,5,2511
VIATRA (Incremental),Repair,,railway-repair-32,2,PosLength,6,2260
VIATRA (Incremental),Repair,,railway-repair-32,2,RouteSensor,1,615
VIATRA (Incremental),Repair,,railway-repair-32,2,RouteSensor,2,557
VIATRA (Incremental),Repair,,railway-repair-32,2,RouteSensor,3,505
VIATRA (Incremental),Repair,,railway-repair-32,2,RouteSensor,4,457
VIATRA (Incremental),Repair,,railway-repair-32,2,RouteSensor,5,414
VIATRA (Incremental),Repair,,railway-repair-32,2,RouteSensor,6,375
VIATRA (Incremental),Repair,,railway-repair-32,2,SemaphoreNeighbor,1,91
VIATRA (Incremental),Repair,,railway-repair-32,2,SemaphoreNeighbor,2,58
VIATRA (Incremental),Repair,,railway-repair-32,2,SemaphoreNeighbor,3,43
VIATRA (Incremental),Repair,,railway-repair-32,2,SemaphoreNeighbor,4,24
VIATRA (Incremental),Repair,,railway-repair-32,2,SemaphoreNeighbor,5,21
VIATRA (Incremental),Repair,,railway-repair-32,2,SemaphoreNeighbor,6,16
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchSet,1,114
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchSet,2,109
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchSet,3,102
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchSet,4,95
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchSet,5,86
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchSet,6,78
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchMonitored,1,35
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchMonitored,2,32
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchMonitored,3,29
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchMonitored,4,27
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchMonitored,5,25
VIATRA (Incremental),Repair,,railway-repair-32,2,SwitchMonitored,6,23
VIATRA (Incremental),Repair,,railway-repair-32,3,ConnectedSegments,1,377
VIATRA (Incremental),Repair,,railway-repair-32,3,ConnectedSegments,2,340
